estado,"a0=(0, 0, 0, 0)","a1=(0, 0, 0, 1)","a2=(0, 0, 0, 2)","a3=(0, 0, 1, 0)","a4=(0, 0, 1, 1)","a5=(0, 0, 1, 2)","a6=(0, 0, 2, 0)","a7=(0, 0, 2, 1)","a8=(0, 0, 2, 2)","a9=(0, 1, 0, 0)","a10=(0, 1, 0, 1)","a11=(0, 1, 0, 2)","a12=(0, 1, 1, 0)","a13=(0, 1, 1, 1)","a14=(0, 1, 1, 2)","a15=(0, 1, 2, 0)","a16=(0, 1, 2, 1)","a17=(0, 1, 2, 2)","a18=(0, 2, 0, 0)","a19=(0, 2, 0, 1)","a20=(0, 2, 0, 2)","a21=(0, 2, 1, 0)","a22=(0, 2, 1, 1)","a23=(0, 2, 1, 2)","a24=(0, 2, 2, 0)","a25=(0, 2, 2, 1)","a26=(0, 2, 2, 2)","a27=(1, 0, 0, 0)","a28=(1, 0, 0, 1)","a29=(1, 0, 0, 2)","a30=(1, 0, 1, 0)","a31=(1, 0, 1, 1)","a32=(1, 0, 1, 2)","a33=(1, 0, 2, 0)","a34=(1, 0, 2, 1)","a35=(1, 0, 2, 2)","a36=(1, 1, 0, 0)","a37=(1, 1, 0, 1)","a38=(1, 1, 0, 2)","a39=(1, 1, 1, 0)","a40=(1, 1, 1, 1)","a41=(1, 1, 1, 2)","a42=(1, 1, 2, 0)","a43=(1, 1, 2, 1)","a44=(1, 1, 2, 2)","a45=(1, 2, 0, 0)","a46=(1, 2, 0, 1)","a47=(1, 2, 0, 2)","a48=(1, 2, 1, 0)","a49=(1, 2, 1, 1)","a50=(1, 2, 1, 2)","a51=(1, 2, 2, 0)","a52=(1, 2, 2, 1)","a53=(1, 2, 2, 2)","a54=(2, 0, 0, 0)","a55=(2, 0, 0, 1)","a56=(2, 0, 0, 2)","a57=(2, 0, 1, 0)","a58=(2, 0, 1, 1)","a59=(2, 0, 1, 2)","a60=(2, 0, 2, 0)","a61=(2, 0, 2, 1)","a62=(2, 0, 2, 2)","a63=(2, 1, 0, 0)","a64=(2, 1, 0, 1)","a65=(2, 1, 0, 2)","a66=(2, 1, 1, 0)","a67=(2, 1, 1, 1)","a68=(2, 1, 1, 2)","a69=(2, 1, 2, 0)","a70=(2, 1, 2, 1)","a71=(2, 1, 2, 2)","a72=(2, 2, 0, 0)","a73=(2, 2, 0, 1)","a74=(2, 2, 0, 2)","a75=(2, 2, 1, 0)","a76=(2, 2, 1, 1)","a77=(2, 2, 1, 2)","a78=(2, 2, 2, 0)","a79=(2, 2, 2, 1)","a80=(2, 2, 2, 2)"
c=A dc=0 h=A dh=0 L=M dL=+ preo=A,-1.2273,-0.5634,-1.5130,-1.1465,-0.8660,-1.1481,-1.2118,-1.4761,-0.9097,-1.0140,-1.4146,-1.1231,-1.3703,-0.8188,-1.4298,-1.6108,-0.3223,-1.3827,-1.2044,-1.1348,-0.8567,-1.1213,-0.2167,-0.6424,-0.8543,-0.8208,-0.5275,-1.1487,-1.4336,-1.2136,-0.8021,-1.4571,-0.8637,-1.5811,-1.1954,-0.7289,-1.3164,-1.4656,-1.3418,-1.1358,-0.7583,-0.5300,-1.2517,-0.8064,-0.6636,-1.2256,-0.8064,-0.6417,-0.6017,-1.4577,-1.1731,-1.1995,-1.1118,-1.1667,-0.3897,-1.4679,-1.4618,-1.2306,-1.1389,-0.6966,-1.3808,-0.7662,-0.1991,-0.8360,-1.2967,-0.7706,-0.5755,-0.7906,-0.7543,-1.1756,-1.3237,-1.1568,-1.1736,-1.1893,0.1063,-1.4026,-0.6684,-0.1233,-1.4361,-1.1288,-1.2067
c=A dc=0 h=A dh=0 L=A dL=- preo=B,0.0000,-0.4945,0.0000,-0.8477,-0.4436,-0.4209,0.0000,-0.5967,-0.7735,-0.4452,0.0000,-0.0560,-0.5547,0.0000,-0.4851,0.0000,0.0000,-0.2116,-0.6468,-0.2795,-0.3729,0.0000,0.0000,0.0000,0.0000,-0.2255,0.0228,0.0000,-0.6877,-0.8579,-0.8578,0.0000,-0.1252,0.0000,-0.3428,-0.3933,-0.3831,-0.2213,0.0000,-0.1766,-0.8092,0.0000,-0.6759,-0.3428,-0.4532,-0.5512,-0.4282,0.0000,-0.4638,-0.7028,-0.0218,-0.7136,0.0000,0.0000,-0.1946,-0.7680,-0.5885,-0.4029,0.0000,-0.5768,0.0000,-0.2262,-0.4299,-0.6510,-0.6885,-0.3158,-0.0922,-0.2997,-0.0472,-0.2308,0.0000,0.0000,-0.2682,-0.2031,-0.6422,-0.6597,0.5553,0.0000,-0.2614,-0.2040,0.0000
c=A dc=0 h=A dh=0 L=A dL=- preo=M,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1154,0.0000,0.0000,0.0000,-0.4537,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.4471,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6161,0.0000,0.0000,-0.0425,0.0000,0.0000,-0.0440,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6931
c=A dc=0 h=A dh=0 L=A dL=- preo=A,-0.4017,-1.0950,-0.6274,-0.8712,-0.4047,-0.6271,-0.5072,-0.6625,-0.5776,-0.3205,-0.7069,-0.8714,-0.6476,-0.5978,-0.5916,-1.0217,-0.5689,-0.2955,-0.5225,-0.4789,-0.8863,-0.4335,-0.6935,-0.5747,-0.4874,-0.8479,-0.3088,-0.9371,-0.5685,-0.6240,-0.6549,-0.8090,-0.7576,-0.5938,-0.6835,-0.2798,-0.3138,-0.4384,-0.4018,-0.5237,-0.8685,-0.1968,-0.5845,-0.5892,-0.4414,-0.6423,-0.6927,-0.2944,-0.4631,-0.6642,-0.4820,-0.3021,-0.2942,-0.3514,-0.5047,-0.4376,-0.6998,-0.4728,-0.2952,-0.7992,-0.5562,-0.6879,-0.7289,-0.4570,-0.8698,-0.2865,-0.6649,-0.8200,-0.5159,-0.5115,-0.6325,-0.2929,-0.4433,-0.6176,-0.6033,-0.7827,-0.4409,-0.5087,-0.7783,-0.8295,0.3977
c=A dc=0 h=A dh=0 L=A dL=0 preo=B,-0.4908,-0.4589,-0.6271,-1.1108,-0.5659,0.0000,-0.1382,-0.6244,-0.0604,-0.1384,-0.4824,-0.7408,0.0000,-0.6608,-0.2224,-0.4496,-0.6713,-0.1593,-0.3633,-0.7926,-0.2687,-0.6220,-0.2730,-0.3877,-0.7436,-0.3650,-0.2243,-0.2705,-0.6854,-0.2123,-0.4365,-0.3599,-0.2672,-0.3840,-0.5561,-0.3002,-0.6682,-0.8704,-0.3458,-0.3306,-0.0810,-0.1801,-0.7899,-0.2102,-0.5064,0.0000,0.1047,-0.6540,-0.7985,-0.5964,-0.6081,-0.5799,-0.2327,-0.6782,0.0000,-0.7219,0.0000,-0.6973,-0.6260,-0.2786,-0.0884,-0.7847,-0.1916,-0.6614,-0.5096,-0.5284,-0.5207,0.0000,-0.3303,0.0000,-0.7492,-0.3912,-0.1957,-0.2833,-0.3665,-0.3044,2.1087,-0.4589,-0.2904,-0.2824,-0.1288
c=A dc=0 h=A dh=0 L=A dL=0 preo=M,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.9827,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.9978,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1984,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.4825,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1662,0.0000,0.0000,0.0000,0.0000,0.4909,0.0000
c=A dc=0 h=A dh=0 L=A dL=0 preo=A,-0.6636,-0.6212,-0.5073,-0.7363,-0.6784,-1.0955,-0.5257,-0.7596,-0.5323,-0.5819,-0.6309,-0.8858,-0.8560,-0.9400,-0.7234,-0.6293,-0.9049,-0.3644,-0.8111,-0.7340,-0.7535,-0.5664,-0.8801,-0.2903,-0.4927,-0.7280,-0.4241,-0.5062,-0.3478,-0.4439,-1.0338,-0.4202,-0.6217,-0.7144,-0.6723,-0.2905,-0.9509,-0.4922,-0.7906,-1.0244,-0.7205,-0.8002,-0.5868,-0.4623,-0.3493,-0.4738,-0.8559,-0.3089,-0.4036,-0.7586,-0.3553,-0.6121,-0.6837,-0.3305,-0.4468,-0.4485,-0.8184,-0.8144,-0.9367,-0.3197,-0.9952,-0.7529,-0.7539,-1.0503,-0.6578,0.2169,-0.7248,-0.7204,-0.5072,-0.7795,-0.3936,-0.4356,-0.9335,-0.5981,-0.6095,-0.7435,-0.4294,-0.7136,-0.3067,-0.3998,-0.3787
c=A dc=0 h=A dh=0 L=A dL=+ preo=B,-0.9555,-0.3603,-1.2430,-1.0983,-1.2683,-1.0410,-1.0772,-1.1091,-1.1202,-1.4115,-0.2778,-1.1394,-1.1942,-1.2719,-0.2183,-0.6753,-1.1366,-1.1787,-0.6238,-1.1610,-1.3000,-1.0200,-0.3984,-1.0947,-0.4123,0.1481,-1.0209,-1.4501,-0.8325,-0.3068,-1.3166,-1.0478,-0.6751,-1.1013,-1.2523,-0.8082,-1.3177,-1.1240,-1.3000,-0.5757,-0.7397,-1.0722,-1.1898,-1.0924,-0.6329,-1.2257,0.5914,-1.0423,-0.7665,-1.1450,-0.5359,-1.0144,-0.0726,-1.0283,-1.2669,-0.6176,0.3055,-0.1635,-0.1196,-0.5565,-1.3206,-1.2184,0.0630,-0.6866,-1.3284,-1.0271,-1.2630,-1.0260,0.8256,-1.0646,-1.0354,-1.0350,-1.0331,-1.0486,-0.2889,-1.0128,-1.0481,-1.1345,0.1951,-1.0500,-1.0266
c=A dc=0 h=A dh=0 L=A dL=+ preo=M,-0.2267,-1.0711,-0.5474,-0.2674,-0.7755,-0.3101,-0.2669,-0.1760,-0.2869,-0.2141,-0.5999,-0.2802,-0.4740,-0.6339,-0.6596,-0.4826,-0.6180,-0.5271,-0.2278,-0.4094,-0.5243,-0.4255,-0.2875,-0.1180,-0.1782,-0.8984,-0.1046,-0.2875,-0.3620,-0.5622,-0.2945,-0.0907,-0.4289,-0.6305,-0.8380,-0.3644,-0.8825,-0.2733,-0.2949,-0.3161,-0.3212,-0.2673,-0.6686,-0.2314,-0.1334,-0.2359,-0.4444,-0.3429,-0.8491,-0.2959,-0.2504,-0.2112,-0.2351,-0.1433,-0.3196,-0.3239,-0.7538,-0.4052,-0.2285,-0.0876,-0.2345,-0.2728,-0.0804,-0.9420,-0.6270,-0.0580,-0.3354,-0.7965,-0.1218,-0.6591,-0.1586,-0.0539,-0.4418,-0.4599,-0.0841,-0.2951,-0.3194,-0.3387,-0.1746,-0.5181,0.5657
c=A dc=0 h=A dh=0 L=A dL=+ preo=A,-1.3695,-0.7035,-0.8915,-0.9200,-1.0245,-0.8696,-0.9904,-1.0075,-1.1312,-1.0869,-0.8455,-1.0715,-1.3771,-1.4757,-1.2562,-1.3437,-0.8428,-1.3176,-1.1522,-1.1183,-0.6209,-1.0781,-0.6816,-0.3217,-0.9219,-1.2974,-0.5723,-1.5231,-1.4562,-1.2437,-0.5668,-0.9769,-0.5078,-1.2250,-0.6150,-0.1698,-1.1869,-1.0646,-0.2840,-1.2403,-0.9286,-1.1436,-1.1181,-1.2313,0.0438,-1.1736,-1.2910,-0.0591,-0.8019,-1.1865,-0.4896,-0.7633,-1.2333,-1.1641,-1.3207,-1.0187,-1.5005,-0.9633,-1.2850,-0.7095,-1.3130,-1.2299,-0.3476,-0.3577,-1.1652,-1.0954,-0.5622,-1.2503,-1.3193,-1.1738,-1.0566,-1.1021,-0.5220,-0.8682,-1.1156,-0.9315,-0.3994,-0.2155,-0.6963,0.2031,-0.2969
c=A dc=0 h=A dh=+ L=B dL=- preo=B,-1.0578,-0.8968,-0.9617,-0.9371,-0.8812,-0.9267,-0.7912,-0.6867,-0.9959,-0.9147,-0.9826,-0.6765,-0.8671,-0.6686,-0.7818,-0.8673,-0.8599,-0.7480,-0.9326,-0.7014,-0.9892,-0.8532,-1.0058,0.8301,-0.8955,-0.9313,-0.7943,-0.8166,-1.0236,-1.0229,-0.9242,-0.7653,-0.8075,-0.9192,-0.7010,-0.7008,-0.9996,-0.8296,-0.8126,-0.9474,-0.9357,-0.8756,-0.8780,-1.0465,-0.8592,-0.7686,-1.1463,-0.7910,-0.9160,-0.8697,-0.7373,-0.9279,-0.8342,-0.8490,-1.0549,-0.7278,-0.9129,-0.9982,-1.0264,-0.9397,-0.7066,-0.8448,-1.0438,-1.0119,-0.9404,-0.6988,-0.7608,-0.9610,-0.7981,-0.7880,-1.1235,-0.9763,-0.8747,-0.9778,-0.8105,-0.6860,-1.0038,-1.0250,-0.9052,-0.8335,-0.9346
c=A dc=0 h=A dh=+ L=B dL=- preo=M,-0.8125,-0.5514,-0.5468,-1.0209,-0.3174,-0.9131,-0.9277,-0.3648,-0.8159,-0.5685,-0.8077,-0.5375,-0.9053,-0.2685,-0.5486,-0.3527,-0.4491,-0.4713,-0.5312,-0.6606,-0.2263,-0.5273,-0.2913,-0.7252,-0.2420,-1.0617,-0.6502,-0.8253,-0.2438,-0.6977,-0.9986,-0.2539,-0.6773,-0.5790,-0.5762,-0.7169,-0.8817,-0.3172,-0.8495,-0.2379,-0.3515,-0.2967,-0.4998,-0.2251,-0.4695,-0.7086,-0.2387,-0.2127,-0.8626,-0.2813,-0.5323,-0.4096,-0.5821,-0.8918,-0.9010,-0.8540,-0.4873,-0.3275,-0.4875,-0.4144,-0.5955,-0.9756,-0.6952,-0.2655,-0.5924,-0.5725,-0.2421,-0.4991,-0.7088,-0.5083,-0.6524,-0.4948,-0.7938,-0.8849,-0.4866,-0.6711,-0.4225,1.7022,-0.7709,-0.2895,-0.7287
c=A dc=0 h=A dh=+ L=B dL=- preo=A,-0.7939,-1.2077,-1.3211,-1.4204,-1.3069,-1.2698,-1.2853,-1.2930,-1.1957,-1.1958,-1.2440,-1.3070,-1.6047,-1.4468,-1.2265,-0.8749,-1.5785,-1.2031,-1.2583,-1.3383,-1.2550,-1.2845,-1.2016,-1.4747,-1.3075,-1.3626,-1.2342,-1.5148,-1.3700,-1.5558,-1.3197,-1.2315,-1.2307,-1.3474,-1.3027,-1.4497,-1.2990,-1.2226,-1.2029,-1.2489,-1.4367,-1.2260,-1.3641,-1.4560,-1.2074,-1.3727,-1.4101,-1.4021,-1.3335,-1.2162,-1.2586,-1.5101,-1.3557,0.2258,-1.5420,-1.1633,-1.1452,-1.3444,-1.2378,-1.2808,-1.2945,-0.9987,-1.3853,-1.5012,-1.5414,-0.8212,-1.2477,-1.2454,-1.2347,-1.5166,-1.2009,-1.2032,-1.4103,-1.3102,-1.2388,-1.5387,-1.2086,-1.2391,-1.2826,-1.2482,-1.2118
c=A dc=0 h=A dh=+ L=B dL=0 preo=B,-0.4896,-0.3136,0.0000,-0.4332,0.0000,0.0000,0.0000,-0.7916,-0.6091,-0.8142,-0.6419,0.0000,-0.3580,0.0000,-0.2971,0.0000,-0.3087,0.0000,0.0000,0.0000,0.0000,-0.5894,-0.5782,-0.2530,0.0000,-0.4474,-0.2430,0.0000,-0.6069,0.0000,0.0000,0.0000,0.0000,-0.7963,-0.6248,0.0000,0.0000,0.0000,-0.3018,0.0000,0.3707,-0.6983,0.0000,-0.6418,-0.2825,0.0000,0.0000,0.0000,-0.5631,0.0000,0.0000,0.0000,0.0000,-0.3925,0.0000,0.0000,-0.5681,-0.3311,-0.0353,-0.3774,-0.3013,-0.7611,0.0000,-0.7433,-0.6161,-0.6633,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5126,0.0000,-0.6935,-0.2200,0.0000,-0.5789,-0.5010,0.0000
c=A dc=0 h=A dh=+ L=B dL=0 preo=M,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7414,0.0000,-0.5825,0.0000,-0.4512,-0.5171,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5572,-0.6292,0.0000,-0.6109,0.0000,-0.7779,0.0000,2.4397,0.0000,-0.5080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5231,0.0000,0.0000,0.0000,3.9886,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=A dc=0 h=A dh=+ L=B dL=0 preo=A,-0.8313,-0.6479,-0.9188,-0.6163,-0.5968,-0.7323,-0.6493,-0.7806,-0.7462,-0.6570,-0.8647,-0.6255,-1.0101,-0.4864,-0.7090,-0.7494,-0.5683,-0.5183,-0.8235,-0.5893,-0.7637,-0.9864,-0.5426,-0.5015,-0.6210,-0.6422,-0.8831,-0.7814,-0.6849,-0.7700,-0.7607,-1.1199,-0.6174,-0.5635,-0.6261,-0.6230,-0.5092,-0.9566,-0.8922,-0.7831,-0.6665,-0.8823,-0.4527,-0.8671,-0.2184,-0.6560,-0.8518,-1.0200,-0.5043,-0.5067,-0.6554,-1.1372,-0.4725,-0.8316,-0.6713,-0.5313,-0.5307,-1.0320,-1.1501,-0.8612,-0.7013,-0.9077,-0.9299,-0.7318,-1.0580,-0.4506,-0.7618,-0.9970,-0.5223,-0.5049,-0.5777,-0.5695,-1.0262,-0.6345,-0.7738,-0.6290,-0.5057,-0.8336,-0.5964,-0.7797,-0.5188
c=A dc=0 h=A dh=+ L=B dL=+ preo=B,-0.3676,-0.6190,-0.1970,0.0000,-0.7219,-0.2568,-0.3587,-0.4098,0.0000,0.0000,-0.2578,0.0000,-0.6635,0.0000,0.0000,0.0000,0.0000,-0.7028,-0.5425,0.0000,-0.4123,0.0000,0.0000,-0.6204,-0.4211,-0.6679,-0.6978,0.0000,0.0000,-0.3047,-0.3329,-0.3350,-0.2608,0.0000,-0.5564,-0.1814,0.0000,0.0000,-0.5390,-0.3084,-0.8253,0.0000,0.0000,0.0000,-0.2361,-0.6302,0.0372,-0.3025,0.0000,0.0000,-0.2325,0.0000,-0.2217,-0.1960,-0.2762,-0.2617,-0.7615,0.0000,0.0000,0.0000,-0.2241,-0.2776,0.0000,0.0000,-0.4955,0.0000,-0.4046,0.0000,0.0000,-0.0699,0.0000,-0.5022,-0.1181,0.0000,-0.5263,0.0000,-0.6160,0.0000,0.0000,-0.5682,-0.5069
c=A dc=0 h=A dh=+ L=B dL=+ preo=M,0.0000,0.0000,0.0000,0.0000,0.0000,-0.9305,0.0000,0.0000,0.0000,-0.6520,0.0000,0.0000,-0.2339,0.0000,-0.8566,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3423,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.4010,0.0000,0.0000,0.0000,0.0000,-0.9452,-0.6535,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1480,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5540,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3548,0.0000,-0.1747,-0.7181,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3819,-0.6840,0.0000,0.0000
c=A dc=0 h=A dh=+ L=B dL=+ preo=A,-0.9615,-0.6732,-0.9952,-0.6728,-1.0664,-1.3261,-0.6553,-0.7013,-1.0503,-0.8891,-0.8865,-0.6353,-0.8826,-0.6561,-0.8345,-0.7622,-1.2387,-1.0743,-1.0658,-0.8801,-0.8098,-1.0341,-1.1371,-1.1334,-0.6923,-0.8458,-0.7384,-0.7441,-1.1090,-0.7073,-0.8324,-0.6382,-1.0352,-0.9123,-1.0338,-0.7290,-1.2138,-0.7084,-0.7778,-0.8487,-0.7483,-0.6572,-0.6241,-0.8452,-1.2493,-0.8722,-0.9676,-0.9433,-0.8858,-1.6477,-0.8188,-0.6899,0.2656,-0.8780,-0.6209,-0.9683,-0.7735,-1.0824,-0.9522,-0.7993,-0.8958,-0.8001,-0.7978,-0.7205,-0.7558,-0.9546,-0.9148,-0.6707,-0.9675,-0.7306,-0.9636,-0.7769,-0.9498,-0.8887,-1.0633,-1.0934,-0.6622,-0.6381,-1.0039,-0.8898,-0.7608
c=A dc=0 h=A dh=+ L=M dL=- preo=B,-0.3761,-0.4013,-0.0065,0.0000,-0.6152,-0.3998,0.0000,-0.6353,-0.7565,-0.2932,-0.3095,-0.3593,-0.3441,-0.6851,-0.2890,-0.7064,-0.6636,-0.2561,-0.2872,-0.2424,-0.4911,-0.5431,-0.5775,-0.2324,-0.6365,-0.7304,-0.5446,2.2057,-0.5900,-0.2548,-0.4989,-0.8486,-0.2971,0.0000,-0.5513,-0.4340,0.0000,-0.7103,0.0000,-0.2433,-0.4813,-0.2475,-0.6286,-0.3986,-0.5010,-0.6131,-0.3861,-0.5528,-0.2673,-0.2340,-0.5302,0.0000,-0.3981,-0.6358,-0.0970,-0.3959,-0.2734,0.0000,-0.2761,-0.5984,-0.3128,-0.5103,-0.4707,-0.7293,-0.5508,-0.5554,0.0000,-0.6502,0.4604,-0.4573,-0.4028,0.0000,-0.8375,-0.2548,-0.5437,-0.5786,-0.5711,0.0000,-0.3750,-0.4789,-0.2094
c=A dc=0 h=A dh=+ L=M dL=- preo=M,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2455,-0.6171,0.0000,0.0000,0.0000,-0.4869,-0.3269,-0.4443,0.0000,0.0000,0.0000,-0.6651,-0.1944,0.0000,0.0000,0.0000,-0.3085,0.0000,0.0000,-0.8463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3562,0.0000,-0.6333,0.0000,0.0000,-0.3449,0.0000,-0.7592,0.0000,0.0000,0.0000,0.0000,-0.5351,0.0000,-0.5682,3.4756,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.4157,0.0000,-0.2410,0.0000,0.0000,-0.2985,0.0000,0.0000,0.0000,-0.5520,-0.4586,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1396,-0.2756,0.0000,0.0000,-0.4505,0.0000,-0.5136,0.0000
c=A dc=0 h=A dh=+ L=M dL=- preo=A,-1.1144,-1.1057,-1.1334,-1.0506,-0.7928,-0.7879,-1.6008,-1.0636,-0.7314,-0.8616,-1.1244,-0.9516,-0.8210,-1.0625,-0.7859,-0.9409,-0.9438,-0.9236,-1.0043,-0.8508,-1.0100,-1.1862,-0.9334,0.6403,-1.1378,-0.8232,-1.2299,-0.9034,-0.9059,-0.7938,-0.9509,-0.7432,-1.0507,-1.3133,-0.7858,-0.8905,-0.7436,-0.9756,-1.0089,-1.0958,-0.9564,-0.8326,-0.9092,-0.9608,-0.8925,-0.7689,-0.8257,-0.8969,-0.8006,-1.1424,-1.0513,-0.8277,-0.7748,-0.8580,-0.9499,-0.9528,-1.0071,-0.9248,-0.9741,-0.9817,-0.8450,-1.1733,-0.7809,-0.9095,-0.8210,-0.8717,-0.7938,-1.0238,-0.8527,-1.0359,-1.0026,-1.0541,-1.5125,-0.8911,-0.8564,-0.8393,-1.1383,-0.9071,-1.1509,-1.0868,-0.8317
c=A dc=0 h=A dh=+ L=M dL=0 preo=B,0.0000,0.0000,0.0000,-0.2121,-0.5806,0.0000,0.0000,0.0000,0.0000,-0.7336,-0.3139,0.0000,-0.4805,-0.6177,0.0000,-0.3425,0.0000,0.0000,0.0000,0.0000,-0.6152,0.0000,-0.3064,-0.5978,-0.2271,-0.6374,0.0000,0.0000,0.0000,0.0000,-0.3530,0.0000,0.0000,0.7495,0.0000,0.0000,-0.3271,0.0000,0.0000,0.0000,-0.2601,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2457,0.0000,-0.2639,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2936,0.0000,0.0000,0.0000,-0.2517,0.0000,0.0000,0.0000,0.0000,-0.6419,-0.0803,-0.2044,0.0000,-0.6641,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.4856,0.0000,-0.6005,0.0000,-0.5045
c=A dc=0 h=A dh=+ L=M dL=0 preo=M,0.0000,1.1409,-0.2925,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5472,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7940,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7029,0.0000,0.0000,0.0000,-0.8964,-0.5791,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1401,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=A dc=0 h=A dh=+ L=M dL=0 preo=A,-0.6633,-0.5756,-0.8031,-0.5122,-0.8223,-0.3547,-0.7219,-0.4595,-0.7716,-0.6482,-0.8142,-0.3046,-0.7373,-0.6329,-0.7148,-0.6789,-0.7659,-0.7505,-0.5716,-0.9358,-0.3704,-0.8502,-0.2708,-0.8538,-0.9444,-0.6035,-0.8783,-0.5680,-0.7031,-0.5458,-0.6530,-0.9454,-0.6349,-0.8840,-0.2983,-0.8682,-0.7572,-0.6286,-0.3728,-0.7310,-0.2834,-0.3024,-0.7565,-0.8709,-0.4695,-0.9824,-0.9195,-0.3319,-0.6199,-0.8864,-0.6851,-0.2814,-0.7297,-0.5679,-0.6577,-0.4760,-0.6895,-0.6180,-0.5924,-0.9920,-0.5916,-0.6223,-0.6805,-0.5370,-0.7307,-0.5839,-0.8266,-0.5619,-0.3084,-0.6575,-0.4665,-0.3115,-0.4052,-0.5071,-0.3711,-0.2865,-0.8818,0.7450,-0.6844,-0.3494,-0.6217
