episodio,retorno,c_medio,coste_medio,epsilon,error_TD_medio
507,121.8560,0.3385,5.2274,0.0200,0.633676
508,99.3040,0.3435,5.2521,0.0200,0.608430
509,132.3779,0.3404,5.2575,0.0200,0.725215
510,80.4193,0.3344,5.1918,0.0200,0.744679
511,130.5831,0.3432,5.2027,0.0200,0.623185
512,109.8923,0.3449,5.1315,0.0200,0.733025
513,140.3634,0.3426,5.1151,0.0200,0.681393
514,128.8452,0.3396,5.0384,0.0200,0.735463
515,124.0787,0.3472,5.0356,0.0200,0.750767
516,147.2072,0.3249,5.0767,0.0200,0.629154
517,112.0537,0.3354,5.0986,0.0200,0.566910
518,122.3091,0.3485,5.1753,0.0200,0.722366
519,99.6949,0.3546,5.0740,0.0200,0.730556
520,168.5173,0.3356,5.0658,0.0200,0.670032
521,83.5099,0.3459,5.1233,0.0200,0.808997
522,137.8088,0.3423,5.1753,0.0200,0.653495
523,172.6970,0.3366,5.1068,0.0200,0.683131
524,121.0750,0.3369,4.9699,0.0200,0.628124
525,109.8251,0.3414,5.0904,0.0200,0.778155
526,101.4318,0.3456,5.2137,0.0200,0.654667
527,102.1136,0.3438,5.0137,0.0200,0.849995
528,156.4634,0.3286,4.9918,0.0200,0.721108
529,149.4234,0.3405,5.1096,0.0200,0.707220
530,120.7362,0.3380,5.1014,0.0200,0.662138
531,104.9334,0.3477,5.0247,0.0200,0.621600
532,179.1156,0.3440,5.1151,0.0200,0.681601
533,117.1908,0.3523,5.1041,0.0200,0.640780
534,95.8641,0.3427,5.1534,0.0200,0.750140
535,124.5876,0.3423,5.0986,0.0200,0.646235
536,168.2125,0.3423,5.1315,0.0200,0.675818
537,128.5567,0.3333,5.1863,0.0200,0.605429
538,149.5626,0.3251,5.1260,0.0200,0.702833
539,135.8381,0.3318,5.0795,0.0200,0.761594
540,110.7927,0.3401,5.2603,0.0200,0.729854
541,151.9198,0.3247,5.1589,0.0200,0.642294
542,112.4080,0.3387,5.1233,0.0200,0.626766
543,149.8885,0.3371,5.1479,0.0200,0.712528
544,151.1224,0.3269,5.1452,0.0200,0.700538
545,140.0247,0.3284,5.0575,0.0200,0.683688
546,126.9237,0.3440,5.1205,0.0200,0.670940
547,181.7407,0.3384,5.0329,0.0200,0.643959
548,116.1243,0.3327,5.1288,0.0200,0.695384
549,132.6220,0.3435,5.0822,0.0200,0.598042
550,160.7161,0.3337,5.0603,0.0200,0.567038
551,148.0285,0.3380,5.1233,0.0200,0.700565
552,154.0716,0.3350,5.1890,0.0200,0.679846
553,124.3426,0.3319,5.1671,0.0200,0.641036
554,122.6669,0.3374,5.1890,0.0200,0.571682
555,93.8700,0.3359,5.1123,0.0200,0.791097
556,112.7416,0.3407,5.0329,0.0200,0.649590
557,109.5481,0.3361,5.1699,0.0200,0.648261
558,115.6170,0.3411,5.0849,0.0200,0.606058
559,99.7227,0.3438,5.0000,0.0200,0.651572
560,110.5359,0.3438,5.1205,0.0200,0.621135
561,92.7245,0.3529,5.0767,0.0200,0.796087
562,149.0210,0.3438,5.1753,0.0200,0.759744
563,146.6116,0.3442,5.1616,0.0200,0.743734
564,137.3551,0.3398,5.1397,0.0200,0.619486
565,129.5781,0.3392,5.2575,0.0200,0.636325
566,109.6632,0.3342,5.1151,0.0200,0.594461
567,103.7289,0.3454,5.1233,0.0200,0.756716
568,125.8871,0.3229,5.1397,0.0200,0.749807
569,73.3880,0.3509,5.0658,0.0200,0.652355
570,111.5231,0.3425,5.1315,0.0200,0.576474
571,119.2136,0.3461,5.0712,0.0200,0.732847
572,77.0684,0.3491,5.1507,0.0200,0.940987
573,114.0075,0.3408,5.2164,0.0200,0.607574
574,137.7321,0.3410,5.0301,0.0200,0.634051
575,92.2757,0.3370,5.0822,0.0200,0.821403
576,162.3291,0.3314,5.1315,0.0200,0.636680
577,115.7142,0.3489,5.0932,0.0200,0.724311
578,134.8113,0.3464,5.1973,0.0200,0.754754
579,96.3389,0.3546,5.0877,0.0200,0.791746
580,129.0285,0.3404,5.1397,0.0200,0.662140
581,124.0301,0.3378,5.1233,0.0200,0.650606
582,139.2282,0.3412,5.0658,0.0200,0.660242
583,158.0148,0.3235,5.0192,0.0200,0.533913
584,161.0284,0.3362,5.0822,0.0200,0.591620
585,103.5063,0.3444,5.0575,0.0200,0.568175
586,109.5620,0.3427,5.0575,0.0200,0.598014
587,147.1136,0.3255,5.0685,0.0200,0.604065
588,100.8389,0.3398,5.0959,0.0200,0.599393
589,103.9079,0.3459,5.0055,0.0200,0.703705
590,163.4117,0.3146,5.0795,0.0200,0.664862
591,164.2928,0.3303,5.0904,0.0200,0.689991
592,104.7572,0.3398,5.1753,0.0200,0.781768
593,117.3383,0.3473,5.2000,0.0200,0.710956
594,131.6341,0.3368,5.1808,0.0200,0.722220
595,118.0357,0.3372,5.2192,0.0200,0.678187
596,173.1519,0.3302,5.0466,0.0200,0.557752
597,126.6890,0.3388,4.9945,0.0200,0.551869
598,135.6864,0.3480,5.1397,0.0200,0.681568
599,166.0550,0.3357,5.0082,0.0200,0.623783
600,144.9732,0.3322,5.1699,0.0200,0.590395
601,151.5791,0.3282,5.1479,0.0200,0.739883
602,131.1864,0.3353,5.0493,0.0200,0.555024
603,131.8872,0.3401,5.1836,0.0200,0.575028
604,138.7154,0.3346,5.2137,0.0200,0.694285
605,164.8447,0.3377,5.1507,0.0200,0.552756
606,154.4676,0.3222,4.9699,0.0200,0.507959
607,127.6939,0.3523,5.1397,0.0200,0.600520
608,136.7652,0.3474,5.1151,0.0200,0.564158
609,132.3057,0.3424,5.1452,0.0200,0.732941
610,93.4744,0.3441,5.2247,0.0200,0.789819
611,118.5788,0.3405,5.0438,0.0200,0.712384
612,109.9315,0.3424,5.2164,0.0200,0.771418
613,95.8257,0.3515,5.0055,0.0200,0.726983
614,101.9572,0.3382,5.1699,0.0200,0.667729
615,73.0240,0.3530,5.1726,0.0200,0.797698
616,130.6572,0.3342,5.0630,0.0200,0.693434
617,144.8416,0.3412,5.0384,0.0200,0.681249
618,132.6376,0.3381,5.1123,0.0200,0.656448
619,112.3515,0.3434,5.0603,0.0200,0.694419
620,136.7529,0.3395,4.9616,0.0200,0.554968
621,89.2214,0.3449,5.1945,0.0200,0.702929
622,134.2890,0.3485,5.0575,0.0200,0.599827
623,153.6724,0.3242,4.9699,0.0200,0.630935
624,135.7961,0.3396,5.0247,0.0200,0.678806
625,152.4675,0.3403,5.1288,0.0200,0.708411
626,123.9258,0.3384,5.0849,0.0200,0.735083
627,113.5392,0.3506,5.1699,0.0200,0.695634
628,143.9982,0.3275,5.0575,0.0200,0.640123
629,111.8196,0.3390,5.1507,0.0200,0.797276
630,72.3077,0.3482,5.2630,0.0200,0.800938
631,145.6631,0.3310,4.9589,0.0200,0.605613
632,138.7513,0.3445,5.0767,0.0200,0.608911
633,92.1860,0.3389,5.1452,0.0200,0.663603
634,93.2153,0.3412,5.1452,0.0200,0.668692
635,121.6516,0.3376,5.2164,0.0200,0.644136
636,139.6245,0.3461,5.0466,0.0200,0.506133
637,98.0459,0.3461,5.1562,0.0200,0.658125
638,113.6272,0.3345,5.1753,0.0200,0.644713
639,134.0269,0.3479,5.1370,0.0200,0.659552
640,140.5016,0.3323,5.1479,0.0200,0.792864
641,109.4510,0.3468,5.1178,0.0200,0.626373
642,104.3823,0.3443,5.0082,0.0200,0.742496
643,179.4934,0.3259,4.8301,0.0200,0.614496
644,98.5023,0.3469,5.0712,0.0200,0.794397
645,158.4378,0.3363,5.0685,0.0200,0.688384
646,163.8457,0.3374,5.1562,0.0200,0.686530
647,107.0255,0.3261,5.0219,0.0200,0.722953
648,134.7630,0.3291,5.1616,0.0200,0.618145
649,120.0149,0.3428,5.0356,0.0200,0.727340
650,95.7860,0.3450,5.1205,0.0200,0.707647
651,134.7361,0.3460,5.2110,0.0200,0.667379
652,139.3337,0.3377,5.1205,0.0200,0.730810
653,131.1196,0.3406,5.0384,0.0200,0.544825
654,119.8335,0.3454,5.1041,0.0200,0.664242
655,148.4716,0.3401,5.1096,0.0200,0.783302
656,117.5483,0.3453,5.2082,0.0200,0.637716
657,144.7202,0.3472,4.9836,0.0200,0.570745
658,151.4745,0.3390,5.0849,0.0200,0.724196
659,117.0197,0.3412,5.2082,0.0200,0.773714
660,131.7146,0.3366,5.1753,0.0200,0.647582
661,103.1674,0.3423,5.3123,0.0200,0.650759
662,117.0146,0.3452,5.2110,0.0200,0.670972
663,116.5271,0.3413,5.1397,0.0200,0.847400
664,126.8863,0.3428,5.1836,0.0200,0.724912
665,129.0925,0.3300,5.1781,0.0200,0.609500
666,127.7907,0.3365,5.1425,0.0200,0.669900
667,82.4293,0.3520,5.1890,0.0200,0.765050
668,132.6425,0.3414,5.0384,0.0200,0.690063
669,141.9718,0.3430,5.1699,0.0200,0.612115
670,123.8789,0.3357,5.0904,0.0200,0.707429
671,98.4861,0.3452,5.1260,0.0200,0.768423
672,139.4549,0.3241,4.9918,0.0200,0.705301
673,123.7901,0.3444,5.2000,0.0200,0.680459
674,140.3509,0.3419,5.1425,0.0200,0.721685
675,138.0276,0.3438,5.0164,0.0200,0.738723
676,104.5531,0.3466,5.0247,0.0200,0.565529
677,131.4422,0.3412,5.1507,0.0200,0.670016
678,106.8037,0.3479,5.0904,0.0200,0.714321
679,138.5868,0.3493,5.0877,0.0200,0.622496
680,177.0242,0.3284,5.1205,0.0200,0.629419
681,129.2231,0.3334,5.1589,0.0200,0.642070
682,178.8351,0.3374,5.0658,0.0200,0.672974
683,162.9939,0.3324,5.0904,0.0200,0.561145
684,106.3525,0.3411,5.1699,0.0200,0.555428
685,101.4831,0.3525,5.0548,0.0200,0.649736
686,127.7276,0.3298,5.0438,0.0200,0.616424
687,86.8051,0.3397,5.1863,0.0200,0.737572
688,109.2849,0.3404,5.0493,0.0200,0.659682
689,100.6703,0.3491,5.1479,0.0200,0.771173
690,120.9697,0.3523,5.1151,0.0200,0.772218
691,141.7639,0.3412,5.0932,0.0200,0.615448
692,143.9961,0.3396,5.1726,0.0200,0.761740
693,109.2086,0.3494,5.1041,0.0200,0.653387
694,120.3512,0.3457,5.1041,0.0200,0.770120
695,140.9692,0.3376,5.1123,0.0200,0.664490
696,129.5409,0.3366,5.0630,0.0200,0.615790
697,122.3431,0.3411,5.2164,0.0200,0.679875
698,102.1235,0.3322,5.0795,0.0200,0.770656
699,159.4089,0.3344,5.1151,0.0200,0.631715
700,150.2386,0.3404,5.0548,0.0200,0.650700
701,125.3187,0.3433,5.1315,0.0200,0.586889
702,151.7054,0.3409,5.1562,0.0200,0.632672
703,163.8572,0.3408,5.0712,0.0200,0.628781
704,122.2875,0.3411,5.0301,0.0200,0.667689
705,133.7804,0.3423,5.1151,0.0200,0.553047
706,137.0660,0.3323,5.1288,0.0200,0.641520
707,119.6202,0.3426,5.0767,0.0200,0.738109
708,119.9665,0.3385,5.0548,0.0200,0.578905
709,134.3661,0.3374,5.0959,0.0200,0.634371
710,157.1385,0.3349,4.9096,0.0200,0.581090
711,139.0564,0.3408,5.1479,0.0200,0.702874
712,112.7593,0.3465,5.0521,0.0200,0.814003
713,144.9889,0.3340,5.1288,0.0200,0.793699
714,142.9769,0.3382,5.1425,0.0200,0.639148
715,120.4307,0.3346,5.1890,0.0200,0.611892
716,114.0545,0.3398,5.1315,0.0200,0.776615
717,126.9574,0.3369,4.9918,0.0200,0.616163
718,116.0665,0.3451,5.0767,0.0200,0.713285
719,132.7120,0.3413,5.1452,0.0200,0.535691
720,101.3927,0.3474,5.0877,0.0200,0.738377
721,139.9662,0.3306,5.0110,0.0200,0.726766
722,138.4313,0.3370,5.1288,0.0200,0.747565
723,120.2598,0.3468,5.0740,0.0200,0.615525
724,123.1628,0.3436,5.2356,0.0200,0.729135
725,120.5177,0.3362,5.1452,0.0200,0.886823
726,140.0036,0.3337,4.9945,0.0200,0.573178
727,172.5812,0.3253,4.9370,0.0200,0.573222
728,142.5133,0.3463,5.0712,0.0200,0.587581
729,140.2501,0.3393,5.1096,0.0200,0.607307
730,144.6546,0.3412,5.0712,0.0200,0.653421
731,119.7147,0.3471,5.2493,0.0200,0.668401
732,122.1441,0.3388,5.1315,0.0200,0.734496
733,110.3468,0.3537,5.1699,0.0200,0.689904
734,115.9862,0.3411,5.0329,0.0200,0.577547
735,159.1159,0.3256,5.1151,0.0200,0.626147
736,146.3551,0.3408,5.0658,0.0200,0.624526
737,130.8837,0.3434,5.0575,0.0200,0.596137
738,126.7346,0.3431,5.0877,0.0200,0.690520
739,136.8223,0.3376,5.1644,0.0200,0.575028
740,113.1884,0.3462,5.1863,0.0200,0.661630
741,118.5278,0.3400,5.0685,0.0200,0.622768
742,142.0529,0.3475,5.1342,0.0200,0.665532
743,127.8881,0.3337,5.1616,0.0200,0.618453
744,110.1053,0.3431,5.1726,0.0200,0.664097
745,110.1759,0.3394,5.1205,0.0200,0.618463
746,150.0094,0.3265,5.1452,0.0200,0.623175
747,81.4010,0.3398,5.2603,0.0200,0.767749
748,119.0820,0.3413,5.0685,0.0200,0.669497
749,145.4455,0.3369,5.1151,0.0200,0.634528
750,139.5358,0.3414,5.1288,0.0200,0.589288
751,111.9392,0.3531,5.1123,0.0200,0.639177
752,119.5327,0.3439,5.2301,0.0200,0.771866
753,142.7218,0.3259,5.1973,0.0200,0.765628
754,105.9442,0.3404,5.2384,0.0200,0.764706
755,101.5246,0.3454,5.0685,0.0200,0.651698
756,82.8678,0.3597,5.0658,0.0200,0.789109
757,113.9817,0.3409,5.0959,0.0200,0.724920
758,132.0805,0.3484,5.0630,0.0200,0.570960
759,140.9238,0.3337,5.0466,0.0200,0.648175
760,161.0208,0.3434,5.1562,0.0200,0.643210
761,146.5859,0.3317,5.1288,0.0200,0.573051
762,136.9779,0.3465,5.2356,0.0200,0.823423
763,154.6060,0.3344,5.0767,0.0200,0.602521
764,102.1119,0.3453,5.1233,0.0200,0.707346
765,113.1561,0.3475,5.1562,0.0200,0.726217
766,117.7941,0.3435,5.0164,0.0200,0.702538
767,95.5735,0.3489,5.0685,0.0200,0.675014
768,105.7886,0.3608,5.1178,0.0200,0.614024
769,180.9175,0.3344,5.0356,0.0200,0.581973
770,173.4197,0.3269,4.9178,0.0200,0.587387
771,136.5758,0.3351,5.0630,0.0200,0.627125
772,116.6757,0.3407,5.0767,0.0200,0.643078
773,131.8650,0.3351,5.0548,0.0200,0.697587
774,154.5974,0.3373,5.1342,0.0200,0.617879
775,109.6701,0.3471,5.0849,0.0200,0.698585
776,142.8659,0.3413,5.1616,0.0200,0.655982
777,155.2891,0.3096,5.0986,0.0200,0.678179
778,146.5569,0.3329,4.9562,0.0200,0.603399
779,119.9011,0.3468,5.0658,0.0200,0.748716
780,139.0261,0.3447,5.0795,0.0200,0.600448
781,110.5359,0.3393,5.1562,0.0200,0.800233
782,114.4599,0.3432,5.0384,0.0200,0.650302
783,138.4787,0.3311,5.0904,0.0200,0.551827
784,139.6181,0.3411,5.0849,0.0200,0.612782
785,140.0412,0.3408,5.1589,0.0200,0.595898
786,159.6677,0.3394,5.1452,0.0200,0.685507
787,127.8387,0.3403,4.9890,0.0200,0.594855
788,152.7681,0.3402,5.1616,0.0200,0.768989
789,144.7231,0.3417,4.9753,0.0200,0.719814
790,106.5479,0.3488,5.1397,0.0200,0.678683
791,102.4307,0.3442,5.1315,0.0200,0.758625
792,102.1062,0.3428,5.2027,0.0200,0.633272
793,98.0789,0.3463,5.1342,0.0200,0.811984
794,107.0900,0.3457,5.1096,0.0200,0.640171
795,98.1133,0.3478,5.1260,0.0200,0.655711
796,131.5733,0.3364,4.9397,0.0200,0.588494
797,108.5881,0.3433,5.1370,0.0200,0.582279
798,121.2864,0.3310,5.2356,0.0200,0.811669
799,112.4362,0.3516,5.1205,0.0200,0.669771
800,135.5161,0.3360,5.1370,0.0200,0.615693
801,117.0888,0.3368,5.2110,0.0200,0.686210
802,138.8330,0.3434,4.9918,0.0200,0.633097
803,122.0768,0.3351,5.0603,0.0200,0.723550
804,108.8153,0.3522,5.1562,0.0200,0.683759
805,125.2628,0.3323,5.1397,0.0200,0.553162
806,94.3379,0.3448,5.0795,0.0200,0.670584
807,144.2905,0.3415,5.0740,0.0200,0.592024
808,157.6476,0.3292,5.0219,0.0200,0.566699
809,123.3489,0.3452,5.1425,0.0200,0.692244
810,124.9020,0.3381,5.1096,0.0200,0.630540
811,122.9354,0.3308,5.0110,0.0200,0.596921
812,138.7321,0.3439,5.0740,0.0200,0.600853
813,140.9085,0.3373,5.0877,0.0200,0.721331
814,138.7545,0.3401,5.0630,0.0200,0.749742
815,108.6174,0.3401,5.1096,0.0200,0.821328
816,161.8945,0.3156,5.1534,0.0200,0.565828
817,101.5026,0.3393,5.0384,0.0200,0.621830
818,154.6732,0.3315,5.1644,0.0200,0.681114
819,140.0487,0.3411,5.2000,0.0200,0.736800
820,123.0751,0.3369,5.1671,0.0200,0.603259
821,128.0059,0.3425,4.9753,0.0200,0.715146
822,136.6543,0.3436,4.9890,0.0200,0.582524
823,124.6475,0.3437,5.1945,0.0200,0.660696
824,137.8657,0.3357,5.2137,0.0200,0.677593
825,109.1025,0.3470,5.2110,0.0200,0.737304
826,124.8622,0.3438,5.1973,0.0200,0.609179
827,116.0211,0.3316,5.2356,0.0200,0.601816
828,116.8975,0.3401,5.0630,0.0200,0.514202
829,119.5122,0.3398,5.0795,0.0200,0.592604
830,96.6324,0.3406,4.9945,0.0200,0.699509
831,161.8096,0.3160,4.9753,0.0200,0.688921
832,93.6287,0.3467,4.9918,0.0200,0.687255
833,98.3137,0.3426,5.1041,0.0200,0.624052
834,164.7801,0.3355,5.1041,0.0200,0.624518
835,117.7091,0.3420,5.1068,0.0200,0.538865
836,113.5999,0.3370,5.0712,0.0200,0.596680
837,99.7351,0.3470,5.1425,0.0200,0.616209
838,146.1540,0.3320,5.0658,0.0200,0.573361
839,160.9334,0.3325,5.1315,0.0200,0.537945
840,132.8494,0.3392,5.0740,0.0200,0.674040
841,124.0858,0.3527,5.0219,0.0200,0.628292
842,178.3753,0.3368,5.0000,0.0200,0.634360
843,122.8877,0.3456,5.2247,0.0200,0.602349
844,134.0317,0.3434,5.2329,0.0200,0.645447
845,105.3214,0.3373,5.0356,0.0200,0.551914
846,137.9174,0.3317,5.0932,0.0200,0.657470
847,124.7619,0.3440,5.1836,0.0200,0.676571
848,75.8324,0.3559,5.1096,0.0200,0.686899
849,151.8655,0.3356,5.1014,0.0200,0.571366
850,165.6760,0.3365,5.1288,0.0200,0.557241
851,125.1928,0.3376,5.0493,0.0200,0.588223
852,156.7010,0.3295,5.0164,0.0200,0.637993
853,124.6902,0.3483,5.1726,0.0200,0.557373
854,131.5451,0.3433,5.1589,0.0200,0.624950
855,150.9148,0.3294,5.2685,0.0200,0.624549
856,131.6344,0.3535,5.0521,0.0200,0.681336
857,131.0581,0.3422,5.1699,0.0200,0.637494
858,150.7112,0.3394,5.0740,0.0200,0.693114
859,118.3571,0.3305,5.1151,0.0200,0.738251
860,128.6561,0.3385,5.1836,0.0200,0.581818
861,136.9439,0.3483,5.0000,0.0200,0.548993
862,131.0252,0.3401,5.0411,0.0200,0.632611
863,131.4027,0.3156,5.0438,0.0200,0.762766
864,105.4154,0.3477,5.1452,0.0200,0.606230
865,120.6482,0.3466,5.1370,0.0200,0.624216
866,151.7313,0.3195,5.0712,0.0200,0.562177
867,147.3735,0.3399,5.0658,0.0200,0.710106
868,130.2882,0.3332,5.1041,0.0200,0.620773
869,154.5232,0.3318,5.0438,0.0200,0.583435
870,110.9728,0.3469,5.2110,0.0200,0.645854
871,143.3326,0.3250,5.2521,0.0200,0.668571
872,128.1304,0.3406,5.0603,0.0200,0.561539
873,146.2653,0.3438,5.0932,0.0200,0.691296
874,163.0247,0.3218,5.0685,0.0200,0.570938
875,116.1881,0.3503,5.1918,0.0200,0.674660
876,110.9046,0.3428,5.2219,0.0200,0.740124
877,118.9093,0.3474,5.1452,0.0200,0.617969
878,122.0025,0.3412,5.0329,0.0200,0.649532
879,170.6632,0.3408,5.0055,0.0200,0.773462
880,131.4135,0.3404,4.9699,0.0200,0.596801
881,122.9568,0.3437,5.1507,0.0200,0.615790
882,119.7273,0.3429,5.0959,0.0200,0.548468
883,160.9218,0.3332,5.0466,0.0200,0.628565
884,143.8626,0.3415,5.1123,0.0200,0.635235
885,151.8581,0.3386,4.8301,0.0200,0.578654
886,127.0831,0.3515,5.1890,0.0200,0.661623
887,139.9167,0.3410,5.1260,0.0200,0.679470
888,117.9239,0.3440,5.1671,0.0200,0.661045
889,132.5616,0.3521,5.0822,0.0200,0.650271
890,85.0516,0.3451,5.1644,0.0200,0.770535
891,103.6862,0.3458,5.1507,0.0200,0.628396
892,97.2565,0.3433,5.0767,0.0200,0.770144
893,117.4770,0.3400,5.1479,0.0200,0.632945
894,130.8852,0.3432,5.1699,0.0200,0.672129
895,156.7871,0.3399,5.1260,0.0200,0.642199
896,180.9295,0.3371,5.0740,0.0200,0.702556
897,143.9926,0.3258,5.0055,0.0200,0.621361
898,118.4237,0.3314,5.0356,0.0200,0.554899
899,148.3088,0.3398,5.1644,0.0200,0.673774
900,120.9181,0.3439,5.1260,0.0200,0.549560
901,128.2356,0.3389,5.1863,0.0200,0.601661
902,132.2240,0.3367,5.0329,0.0200,0.658354
903,132.6418,0.3394,5.1397,0.0200,0.587192
904,135.6532,0.3340,5.1397,0.0200,0.600448
905,151.5754,0.3378,5.0438,0.0200,0.503862
906,80.5677,0.3377,5.2219,0.0200,0.725104
907,124.0275,0.3448,5.0740,0.0200,0.622997
908,153.1684,0.3336,5.1534,0.0200,0.774039
909,152.1088,0.3369,5.1397,0.0200,0.691099
910,137.9533,0.3437,5.0247,0.0200,0.644623
911,175.9994,0.3377,5.0384,0.0200,0.537247
912,165.3506,0.3351,5.1288,0.0200,0.632695
913,145.8482,0.3303,5.1781,0.0200,0.604624
914,131.2918,0.3391,5.2466,0.0200,0.590158
915,114.4794,0.3447,5.1178,0.0200,0.715948
916,150.5563,0.3383,5.0630,0.0200,0.540818
917,178.6360,0.3307,5.0027,0.0200,0.537495
918,136.7991,0.3376,5.0795,0.0200,0.616099
919,156.3106,0.3426,5.1562,0.0200,0.557389
920,124.9206,0.3465,5.3068,0.0200,0.630868
921,155.9435,0.3389,5.0329,0.0200,0.607600
922,146.8241,0.3481,5.2027,0.0200,0.598525
923,173.4179,0.3357,5.1726,0.0200,0.655141
924,152.5850,0.3263,5.0329,0.0200,0.634924
925,150.9711,0.3472,5.1342,0.0200,0.616977
926,131.8612,0.3494,5.1068,0.0200,0.622210
927,162.6855,0.3418,5.1397,0.0200,0.632191
928,100.5469,0.3352,5.0822,0.0200,0.660509
929,122.5509,0.3447,5.1945,0.0200,0.711960
930,116.1964,0.3443,5.1808,0.0200,0.637563
931,138.9473,0.3239,5.1342,0.0200,0.642419
932,118.4755,0.3490,5.1699,0.0200,0.672185
933,167.3225,0.3260,5.0466,0.0200,0.575792
934,157.6888,0.3321,5.1616,0.0200,0.634763
935,119.1993,0.3461,5.1589,0.0200,0.608942
936,102.9577,0.3315,5.1863,0.0200,0.598050
937,86.0888,0.3419,5.1096,0.0200,0.702870
938,156.4933,0.3421,5.1644,0.0200,0.629370
939,112.7116,0.3412,5.0274,0.0200,0.678616
940,148.9673,0.3436,4.9945,0.0200,0.623571
941,137.5803,0.3404,5.0712,0.0200,0.595785
942,123.8163,0.3336,5.1699,0.0200,0.564177
943,99.6620,0.3392,5.2000,0.0200,0.686808
944,161.6774,0.3385,5.1260,0.0200,0.660236
945,94.1699,0.3492,5.1233,0.0200,0.734569
946,105.3297,0.3531,5.1644,0.0200,0.699384
947,122.4970,0.3412,5.2027,0.0200,0.668011
948,129.7944,0.3317,5.2466,0.0200,0.765356
949,155.3187,0.3271,5.2247,0.0200,0.672912
950,99.3966,0.3464,5.1562,0.0200,0.701534
951,146.7713,0.3257,4.9699,0.0200,0.529324
952,133.7183,0.3348,5.0247,0.0200,0.529206
953,136.5891,0.3411,5.1068,0.0200,0.623059
954,132.4569,0.3221,5.2082,0.0200,0.675451
955,110.4626,0.3512,5.0356,0.0200,0.659124
956,150.8862,0.3306,5.0137,0.0200,0.662617
957,135.3481,0.3422,5.1753,0.0200,0.606222
958,138.0100,0.3408,5.1616,0.0200,0.742475
959,129.1412,0.3360,5.1644,0.0200,0.604790
960,144.5953,0.3382,5.0767,0.0200,0.602549
961,120.2686,0.3313,4.9726,0.0200,0.682058
962,139.2707,0.3380,5.1041,0.0200,0.724625
963,143.6033,0.3473,5.1644,0.0200,0.577719
964,146.7385,0.3433,5.1644,0.0200,0.648235
965,154.4812,0.3381,5.0356,0.0200,0.635328
966,157.5039,0.3371,5.1233,0.0200,0.618231
967,138.0160,0.3306,5.0904,0.0200,0.823041
968,125.0178,0.3457,4.8959,0.0200,0.596778
969,144.8672,0.3209,4.9507,0.0200,0.741570
970,134.6501,0.3432,5.0247,0.0200,0.585976
971,160.8274,0.3346,4.9753,0.0200,0.516044
972,119.7126,0.3470,4.9233,0.0200,0.608175
973,105.4118,0.3419,4.8986,0.0200,0.563296
974,110.1764,0.3504,4.9342,0.0200,0.552347
975,115.9745,0.3528,5.1370,0.0200,0.567088
976,117.6465,0.3421,5.1014,0.0200,0.729061
977,146.4568,0.3370,4.8438,0.0200,0.631528
978,149.8071,0.3361,5.0082,0.0200,0.538510
979,91.8148,0.3406,5.0822,0.0200,0.564250
980,150.9640,0.3400,5.0384,0.0200,0.646608
981,141.0657,0.3356,4.9781,0.0200,0.554788
982,112.4264,0.3478,5.1151,0.0200,0.644859
983,131.6120,0.3357,5.1562,0.0200,0.748483
984,96.3875,0.3482,4.9205,0.0200,0.532537
985,98.7882,0.3434,5.2000,0.0200,0.738306
986,126.1666,0.3355,5.0603,0.0200,0.600100
987,157.8789,0.3287,5.1890,0.0200,0.702153
988,142.5452,0.3370,5.1397,0.0200,0.537528
989,136.0151,0.3356,4.9973,0.0200,0.600972
990,148.3443,0.3418,5.0411,0.0200,0.631793
991,151.4934,0.3396,5.0356,0.0200,0.663847
992,139.1636,0.3450,5.0219,0.0200,0.612663
993,143.6539,0.3436,5.0877,0.0200,0.559871
994,126.7512,0.3386,5.2055,0.0200,0.711488
995,131.9275,0.3420,5.1671,0.0200,0.695909
996,146.7577,0.3385,5.0411,0.0200,0.549792
997,120.4671,0.3502,5.0959,0.0200,0.674975
998,176.2398,0.3135,5.0384,0.0200,0.606758
999,134.0670,0.3412,5.0027,0.0200,0.665711
1000,110.7113,0.3447,5.2301,0.0200,0.672575
1001,173.8505,0.3393,4.9781,0.0200,0.649928
1002,95.6851,0.3390,5.1178,0.0200,0.592048
1003,134.8398,0.3439,5.0849,0.0200,0.643450
1004,117.7173,0.3358,5.1425,0.0200,0.647257
1005,132.7826,0.3441,5.2630,0.0200,0.666237
1006,115.9549,0.3506,5.1205,0.0200,0.539159
1007,88.0170,0.3419,5.1288,0.0200,0.566936
1008,141.3910,0.3500,5.1096,0.0200,0.672245
1009,145.6725,0.3447,4.9699,0.0200,0.643600
1010,160.4756,0.3319,5.0466,0.0200,0.574580
1011,151.5813,0.3195,5.0274,0.0200,0.701531
1012,163.2000,0.3387,5.0164,0.0200,0.597664
1013,139.0818,0.3404,4.9808,0.0200,0.509022
1014,114.3800,0.3407,5.0658,0.0200,0.575357
1015,165.2205,0.3372,5.1068,0.0200,0.562275
1016,122.7275,0.3385,5.1068,0.0200,0.693424
1017,151.5178,0.3393,4.9123,0.0200,0.641342
1018,109.0272,0.3376,5.0055,0.0200,0.630207
1019,123.1587,0.3410,5.1370,0.0200,0.617834
1020,129.0350,0.3474,4.9562,0.0200,0.597207
1021,148.6753,0.3336,5.1370,0.0200,0.688008
1022,88.2913,0.3445,4.9397,0.0200,0.699334
