episodio,retorno,c_medio,coste_medio,epsilon,error_TD_medio
30131,267.8985,0.3403,5.0274,0.0200,0.409420
30132,257.1595,0.3339,4.9260,0.0200,0.503331
30133,298.1283,0.3363,4.8575,0.0200,0.371076
30134,283.1285,0.3389,4.9973,0.0200,0.457391
30135,283.9957,0.3426,5.0438,0.0200,0.417744
30136,275.1767,0.3407,5.1041,0.0200,0.355518
30137,288.9401,0.3406,5.0219,0.0200,0.352249
30138,232.4176,0.3401,5.0630,0.0200,0.518516
30139,270.6468,0.3382,5.0575,0.0200,0.410864
30140,244.0778,0.3415,5.0849,0.0200,0.500711
30141,263.8146,0.3398,4.9945,0.0200,0.488474
30142,246.0756,0.3441,5.1534,0.0200,0.455574
30143,267.2447,0.3419,4.9370,0.0200,0.485870
30144,298.2458,0.3437,4.9479,0.0200,0.446339
30145,212.2906,0.3372,5.0712,0.0200,0.648298
30146,259.3612,0.3440,4.9534,0.0200,0.475038
30147,277.2292,0.3437,5.0658,0.0200,0.430790
30148,248.7088,0.3444,5.0767,0.0200,0.439593
30149,293.0458,0.3354,5.0000,0.0200,0.371654
30150,295.9982,0.3385,5.1068,0.0200,0.357056
30151,262.4274,0.3389,4.9370,0.0200,0.471771
30152,261.7604,0.3351,4.9644,0.0200,0.520034
30153,282.2598,0.3419,5.0192,0.0200,0.398933
30154,245.3437,0.3411,5.1041,0.0200,0.498402
30155,265.1287,0.3367,5.0192,0.0200,0.400930
30156,274.2158,0.3442,5.0082,0.0200,0.454837
30157,248.0217,0.3464,5.0849,0.0200,0.621671
30158,273.5290,0.3467,5.0219,0.0200,0.494083
30159,280.7710,0.3455,5.0548,0.0200,0.366305
30160,262.4956,0.3432,5.0603,0.0200,0.521911
30161,294.3656,0.3429,4.9616,0.0200,0.390673
30162,274.9829,0.3356,4.7890,0.0200,0.456111
30163,281.8601,0.3421,5.0247,0.0200,0.438087
30164,282.5095,0.3432,5.0521,0.0200,0.456935
30165,266.0517,0.3441,5.0219,0.0200,0.441958
30166,284.8791,0.3413,4.9945,0.0200,0.363691
30167,244.1925,0.3452,5.0603,0.0200,0.515244
30168,297.2722,0.3231,4.8219,0.0200,0.378807
30169,290.1335,0.3406,4.9616,0.0200,0.353799
30170,225.1131,0.3478,5.0082,0.0200,0.593752
30171,289.8836,0.3422,4.9699,0.0200,0.398499
30172,257.2320,0.3401,5.0877,0.0200,0.508218
30173,266.1676,0.3391,4.9973,0.0200,0.519034
30174,297.3284,0.3417,5.0411,0.0200,0.331415
30175,240.7244,0.3398,5.0767,0.0200,0.516641
30176,257.1131,0.3357,5.0466,0.0200,0.430387
30177,273.9374,0.3426,5.1233,0.0200,0.508859
30178,255.4453,0.3425,4.9507,0.0200,0.466849
30179,241.8758,0.3441,5.0932,0.0200,0.484366
30180,278.9984,0.3401,5.0932,0.0200,0.431461
30181,309.2735,0.3387,4.8630,0.0200,0.363211
30182,297.4490,0.3453,5.0110,0.0200,0.413195
30183,295.1444,0.3424,4.9562,0.0200,0.398677
30184,271.3465,0.3427,4.9808,0.0200,0.478567
30185,242.0254,0.3417,5.1123,0.0200,0.549944
30186,254.2212,0.3438,5.1233,0.0200,0.469087
30187,265.2338,0.3397,5.1151,0.0200,0.424167
30188,294.5126,0.3418,4.9699,0.0200,0.384871
30189,284.5026,0.3431,5.0767,0.0200,0.371962
30190,285.7803,0.3292,4.9534,0.0200,0.393234
30191,249.4956,0.3377,5.1425,0.0200,0.555370
30192,243.2770,0.3416,5.0329,0.0200,0.496490
30193,275.2150,0.3378,4.9808,0.0200,0.452780
30194,277.5989,0.3420,5.0247,0.0200,0.498993
30195,250.8820,0.3451,5.1342,0.0200,0.510809
30196,260.1927,0.3437,5.0356,0.0200,0.533352
30197,261.0566,0.3442,5.1589,0.0200,0.415215
30198,286.8000,0.3459,4.9918,0.0200,0.400977
30199,288.8200,0.3374,4.8685,0.0200,0.371219
30200,286.0310,0.3376,5.0137,0.0200,0.399761
30201,260.5329,0.3383,5.0493,0.0200,0.452891
30202,257.7610,0.3460,5.0493,0.0200,0.512012
30203,279.6826,0.3391,5.0849,0.0200,0.364633
30204,290.0552,0.3435,5.1370,0.0200,0.378405
30205,262.1428,0.3418,4.9562,0.0200,0.462267
30206,289.1059,0.3346,4.8986,0.0200,0.410125
30207,288.7088,0.3417,4.9233,0.0200,0.456008
30208,260.4632,0.3449,5.1644,0.0200,0.482042
30209,280.8197,0.3443,5.1205,0.0200,0.458102
30210,246.6492,0.3438,5.0329,0.0200,0.519855
30211,224.8671,0.3409,5.1233,0.0200,0.571401
30212,242.7369,0.3417,5.1178,0.0200,0.506493
30213,268.0499,0.3394,5.1260,0.0200,0.563822
30214,265.3939,0.3424,5.0822,0.0200,0.403268
30215,251.7867,0.3422,5.1068,0.0200,0.535356
30216,278.6622,0.3383,5.0082,0.0200,0.386912
30217,241.8453,0.3393,5.1589,0.0200,0.530899
30218,231.0287,0.3406,5.1562,0.0200,0.494649
30219,276.6353,0.3407,5.0521,0.0200,0.419906
30220,260.5317,0.3470,5.1699,0.0200,0.494953
30221,274.8870,0.3421,5.1233,0.0200,0.501220
30222,247.6094,0.3319,4.8356,0.0200,0.538452
30223,268.0016,0.3374,5.0301,0.0200,0.436058
30224,294.0625,0.3414,5.1068,0.0200,0.390778
30225,263.3880,0.3402,5.0822,0.0200,0.437813
30226,287.5373,0.3372,5.0000,0.0200,0.432941
30227,298.2266,0.3409,5.0247,0.0200,0.420162
30228,277.1426,0.3400,5.1233,0.0200,0.432036
30229,279.6138,0.3419,5.1151,0.0200,0.431874
30230,276.7008,0.3431,5.0247,0.0200,0.441755
30231,298.2031,0.3447,4.9945,0.0200,0.435833
30232,285.3251,0.3317,4.7836,0.0200,0.428875
30233,285.1667,0.3390,4.8521,0.0200,0.401133
30234,263.0029,0.3387,4.9233,0.0200,0.453422
30235,278.5552,0.3421,5.0877,0.0200,0.377479
30236,227.2100,0.3443,5.1507,0.0200,0.578602
30237,294.6275,0.3381,4.8822,0.0200,0.366162
30238,265.1859,0.3441,5.0247,0.0200,0.470844
30239,276.3360,0.3401,5.1342,0.0200,0.377853
30240,307.6416,0.3406,4.9699,0.0200,0.405844
30241,275.8930,0.3390,4.9699,0.0200,0.449309
30242,281.2990,0.3410,5.1479,0.0200,0.472133
30243,256.4145,0.3416,5.0932,0.0200,0.442802
30244,274.6673,0.3411,5.0548,0.0200,0.426317
30245,259.8137,0.3418,5.0438,0.0200,0.421841
30246,278.9235,0.3409,5.0192,0.0200,0.349260
30247,246.3889,0.3442,5.2137,0.0200,0.525433
30248,262.5851,0.3386,4.9315,0.0200,0.441397
30249,291.3956,0.3450,4.9973,0.0200,0.460375
30250,290.1795,0.3378,5.0082,0.0200,0.330087
30251,282.0640,0.3368,4.9397,0.0200,0.442473
30252,283.6639,0.3412,5.0055,0.0200,0.467529
30253,258.8987,0.3380,5.0466,0.0200,0.469896
30254,265.9940,0.3424,5.0959,0.0200,0.449066
30255,249.8806,0.3467,5.0658,0.0200,0.549618
30256,291.5515,0.3470,4.8740,0.0200,0.449008
30257,272.7662,0.3436,5.0740,0.0200,0.455405
30258,307.8290,0.3413,5.0247,0.0200,0.356474
30259,272.3717,0.3388,5.0493,0.0200,0.375770
30260,249.1262,0.3351,4.9233,0.0200,0.504312
30261,224.8071,0.3421,5.1096,0.0200,0.542582
30262,282.2270,0.3406,5.0055,0.0200,0.433108
30263,287.1212,0.3424,4.8658,0.0200,0.438358
30264,283.5105,0.3443,5.0822,0.0200,0.408523
30265,292.8885,0.3438,4.8932,0.0200,0.376370
30266,267.2674,0.3382,4.9945,0.0200,0.427642
30267,291.7565,0.3414,4.9425,0.0200,0.355304
30268,249.0542,0.3419,5.0877,0.0200,0.564824
30269,255.4485,0.3404,5.0877,0.0200,0.465444
30270,262.8471,0.3370,5.0658,0.0200,0.410036
30271,278.3182,0.3430,5.1014,0.0200,0.424723
30272,269.6963,0.3458,4.9068,0.0200,0.467031
30273,268.4719,0.3384,4.9781,0.0200,0.434139
30274,240.4649,0.3443,5.1753,0.0200,0.489655
30275,304.3580,0.3385,5.0027,0.0200,0.383020
30276,257.2524,0.3451,5.0521,0.0200,0.468903
30277,265.7847,0.3438,5.0356,0.0200,0.529970
30278,299.8593,0.3311,4.8822,0.0200,0.529316
30279,273.8335,0.3417,5.0932,0.0200,0.414011
30280,301.7322,0.3444,5.0795,0.0200,0.416529
30281,290.6876,0.3319,4.8548,0.0200,0.407423
30282,245.4264,0.3375,5.0493,0.0200,0.536793
30283,318.9887,0.3439,4.8247,0.0200,0.342507
30284,244.4331,0.3413,5.0219,0.0200,0.502134
30285,305.0929,0.3216,4.8301,0.0200,0.430936
30286,285.0880,0.3398,5.0712,0.0200,0.399082
30287,290.2917,0.3361,4.9452,0.0200,0.321792
30288,267.5958,0.3398,5.1425,0.0200,0.378161
30289,264.7774,0.3441,5.0329,0.0200,0.446374
30290,267.5185,0.3402,5.0301,0.0200,0.412633
30291,318.6393,0.3469,5.0849,0.0200,0.371501
30292,272.0114,0.3400,4.8986,0.0200,0.391652
30293,268.8145,0.3412,5.0438,0.0200,0.472391
30294,261.0722,0.3418,5.0685,0.0200,0.466650
30295,269.6587,0.3441,4.9589,0.0200,0.558114
30296,264.5050,0.3390,5.0493,0.0200,0.381565
30297,263.7608,0.3460,5.1562,0.0200,0.455601
30298,260.0073,0.3410,4.9890,0.0200,0.528539
30299,258.4131,0.3367,4.9589,0.0200,0.479451
30300,278.9750,0.3422,5.0575,0.0200,0.375546
30301,257.8740,0.3396,5.1945,0.0200,0.508493
30302,258.4277,0.3382,4.9616,0.0200,0.476857
30303,271.3867,0.3465,5.1041,0.0200,0.470983
30304,276.6962,0.3416,5.0575,0.0200,0.377010
30305,276.4090,0.3352,4.9342,0.0200,0.471789
30306,234.0011,0.3351,5.0822,0.0200,0.510786
30307,258.9036,0.3379,4.9562,0.0200,0.466413
30308,245.8309,0.3391,4.9534,0.0200,0.527231
30309,269.2672,0.3447,4.9753,0.0200,0.537021
30310,295.8348,0.3418,5.1014,0.0200,0.383825
30311,281.7851,0.3433,5.0219,0.0200,0.424958
30312,254.4524,0.3461,5.0904,0.0200,0.516163
30313,276.1902,0.3388,5.0767,0.0200,0.381536
30314,259.5129,0.3454,5.1589,0.0200,0.455207
30315,260.5711,0.3402,5.0548,0.0200,0.430415
30316,250.8712,0.3410,5.1233,0.0200,0.506374
30317,313.1465,0.3441,4.9068,0.0200,0.394386
30318,239.0611,0.3403,5.0164,0.0200,0.457755
30319,284.7203,0.3324,4.8959,0.0200,0.471413
30320,262.9690,0.3430,4.9973,0.0200,0.435778
30321,276.1337,0.3404,4.9890,0.0200,0.433476
30322,283.5960,0.3398,5.1178,0.0200,0.418443
30323,270.3547,0.3392,4.9315,0.0200,0.452044
30324,250.5900,0.3383,4.9699,0.0200,0.466267
30325,283.0791,0.3419,5.0767,0.0200,0.378937
30326,253.5323,0.3435,5.0027,0.0200,0.592644
30327,281.4268,0.3392,5.0192,0.0200,0.382088
30328,275.2722,0.3428,5.1863,0.0200,0.504533
30329,294.8652,0.3442,4.9233,0.0200,0.437853
30330,280.6184,0.3423,5.1288,0.0200,0.390779
30331,270.3463,0.3412,5.0384,0.0200,0.440541
30332,250.8828,0.3430,5.1096,0.0200,0.534054
30333,276.3673,0.3378,4.9589,0.0200,0.442317
30334,275.4488,0.3458,5.1178,0.0200,0.490495
30335,239.1431,0.3386,5.1397,0.0200,0.497982
30336,264.0869,0.3427,4.9616,0.0200,0.475060
30337,275.8874,0.3363,5.0630,0.0200,0.392306
30338,284.3620,0.3414,5.0575,0.0200,0.432198
30339,292.6072,0.3304,4.8274,0.0200,0.414839
30340,248.0910,0.3430,5.0356,0.0200,0.571477
30341,289.9304,0.3406,4.9014,0.0200,0.419340
30342,307.6507,0.3425,4.9370,0.0200,0.444412
30343,229.2104,0.3461,5.0877,0.0200,0.602284
30344,227.6092,0.3479,5.0959,0.0200,0.655755
30345,315.2182,0.3372,4.8986,0.0200,0.334745
30346,246.8743,0.3429,5.1288,0.0200,0.506595
30347,242.6961,0.3410,4.9726,0.0200,0.507681
30348,275.1161,0.3428,5.0740,0.0200,0.392178
30349,262.5867,0.3431,5.0274,0.0200,0.481657
30350,283.5565,0.3449,5.1397,0.0200,0.399150
30351,284.7696,0.3425,5.0055,0.0200,0.442088
30352,277.8861,0.3428,5.1260,0.0200,0.419051
30353,259.8727,0.3402,4.9534,0.0200,0.430007
30354,260.0554,0.3378,5.0055,0.0200,0.522249
30355,281.5416,0.3419,5.0986,0.0200,0.368967
30356,292.3782,0.3425,4.9370,0.0200,0.407343
30357,295.1346,0.3465,5.0055,0.0200,0.422768
30358,312.4667,0.3385,4.8767,0.0200,0.352573
30359,286.2146,0.3431,5.1370,0.0200,0.384091
30360,271.1356,0.3406,5.1753,0.0200,0.497702
30361,277.7998,0.3410,5.0603,0.0200,0.410821
30362,282.4500,0.3399,5.0959,0.0200,0.413549
30363,262.9561,0.3422,4.9808,0.0200,0.405617
30364,270.4858,0.3395,4.9507,0.0200,0.522770
30365,280.3550,0.3464,5.0849,0.0200,0.481440
30366,240.1488,0.3313,4.9562,0.0200,0.593148
30367,264.1650,0.3441,4.9205,0.0200,0.530683
30368,262.1058,0.3419,5.0740,0.0200,0.460985
30369,315.6952,0.3413,4.8110,0.0200,0.433622
30370,262.3659,0.3406,5.0575,0.0200,0.443950
30371,282.1233,0.3430,4.9644,0.0200,0.470201
30372,265.3822,0.3458,5.1096,0.0200,0.407285
30373,273.3947,0.3449,5.1123,0.0200,0.431965
30374,260.4708,0.3428,5.0795,0.0200,0.507707
30375,268.6880,0.3464,5.2411,0.0200,0.471296
30376,272.8126,0.3429,5.0630,0.0200,0.422096
30377,280.9735,0.3311,4.9479,0.0200,0.414207
30378,275.8504,0.3390,5.0548,0.0200,0.367385
30379,250.5284,0.3469,5.1014,0.0200,0.517462
30380,259.3412,0.3291,4.8247,0.0200,0.595673
30381,300.0076,0.3446,5.0082,0.0200,0.388571
30382,285.0608,0.3435,4.9425,0.0200,0.434379
30383,243.1248,0.3430,5.0877,0.0200,0.559508
30384,207.0256,0.3379,5.1205,0.0200,0.626926
30385,275.4883,0.3422,5.0548,0.0200,0.403416
30386,263.1793,0.3367,5.0000,0.0200,0.443846
30387,314.2082,0.3437,5.0329,0.0200,0.375389
30388,270.5782,0.3397,4.9863,0.0200,0.374199
30389,276.8639,0.3390,4.9068,0.0200,0.384000
30390,274.7554,0.3373,4.9918,0.0200,0.506904
30391,307.0633,0.3374,4.7370,0.0200,0.361372
30392,269.8577,0.3379,4.7726,0.0200,0.466915
30393,283.3632,0.3462,5.0630,0.0200,0.476350
30394,293.8036,0.3435,4.9863,0.0200,0.390581
30395,266.5407,0.3413,4.9890,0.0200,0.430826
30396,297.8626,0.3376,4.9836,0.0200,0.337595
30397,310.9247,0.3365,4.8767,0.0200,0.388258
30398,271.3416,0.3403,4.9151,0.0200,0.458556
30399,266.0469,0.3399,4.9671,0.0200,0.503811
30400,282.2933,0.3395,4.9890,0.0200,0.374016
30401,268.6176,0.3409,5.0164,0.0200,0.419339
30402,253.6803,0.3318,4.8466,0.0200,0.555960
30403,273.0066,0.3403,5.0356,0.0200,0.422226
30404,284.2666,0.3396,4.9589,0.0200,0.389518
30405,278.6898,0.3443,5.0932,0.0200,0.487055
30406,243.6695,0.3417,5.0055,0.0200,0.459839
30407,251.2784,0.3387,5.0384,0.0200,0.501889
30408,261.1481,0.3409,5.0740,0.0200,0.468856
30409,248.4936,0.3462,4.9589,0.0200,0.554997
30410,275.5459,0.3429,5.1205,0.0200,0.403062
30411,283.9598,0.3445,5.0740,0.0200,0.450875
30412,276.2577,0.3400,4.9973,0.0200,0.423371
30413,279.3601,0.3435,5.0658,0.0200,0.430957
30414,301.4325,0.3456,5.0658,0.0200,0.508161
30415,296.7262,0.3447,5.0192,0.0200,0.398186
30416,284.2458,0.3396,5.1041,0.0200,0.369243
30417,258.3442,0.3417,4.9890,0.0200,0.527904
30418,261.4148,0.3428,5.0767,0.0200,0.440813
30419,271.5057,0.3437,4.9726,0.0200,0.457454
30420,256.5115,0.3460,5.0959,0.0200,0.550842
30421,266.5279,0.3408,4.9781,0.0200,0.613308
30422,263.0733,0.3430,4.9123,0.0200,0.476609
30423,294.1450,0.3467,5.0575,0.0200,0.451417
30424,233.0378,0.3415,5.0658,0.0200,0.585267
30425,255.4437,0.3399,5.0849,0.0200,0.439105
30426,299.0350,0.3446,5.0356,0.0200,0.419772
30427,306.6309,0.3380,4.8603,0.0200,0.331689
30428,257.9606,0.3381,5.0055,0.0200,0.483267
30429,266.1174,0.3415,5.1123,0.0200,0.542605
30430,287.8452,0.3398,5.0740,0.0200,0.389201
30431,292.9827,0.3399,4.8575,0.0200,0.390562
30432,262.1908,0.3378,4.9260,0.0200,0.413765
30433,264.2886,0.3442,4.9644,0.0200,0.491458
30434,302.5027,0.3431,4.9534,0.0200,0.389292
30435,295.9383,0.3421,5.0247,0.0200,0.361434
30436,259.7449,0.3333,4.9315,0.0200,0.472806
30437,229.2034,0.3394,5.1315,0.0200,0.574343
30438,305.7994,0.3328,4.7973,0.0200,0.422606
30439,255.0559,0.3441,5.1315,0.0200,0.445993
30440,293.6492,0.3370,4.8630,0.0200,0.480209
30441,273.9483,0.3436,5.1589,0.0200,0.428704
30442,252.7698,0.3451,5.0685,0.0200,0.712630
30443,299.8319,0.3324,4.9041,0.0200,0.412504
30444,262.3928,0.3399,5.1096,0.0200,0.551610
30445,251.7284,0.3467,5.1726,0.0200,0.478955
30446,276.8538,0.3398,5.1397,0.0200,0.414368
30447,272.9823,0.3379,5.1096,0.0200,0.413597
30448,253.1913,0.3336,5.0027,0.0200,0.584238
30449,273.7156,0.3438,5.0795,0.0200,0.449526
30450,241.9780,0.3410,5.2521,0.0200,0.530860
30451,279.6148,0.3434,5.0685,0.0200,0.468042
30452,280.9687,0.3382,4.9671,0.0200,0.399364
30453,275.6305,0.3410,5.0904,0.0200,0.422866
30454,239.0356,0.3432,5.0192,0.0200,0.543110
30455,264.2879,0.3406,4.9781,0.0200,0.418342
30456,258.1360,0.3376,5.0055,0.0200,0.502843
30457,237.6707,0.3450,5.1068,0.0200,0.643847
30458,254.7002,0.3409,5.0767,0.0200,0.471272
30459,277.3865,0.3420,5.0219,0.0200,0.426032
30460,268.3754,0.3427,5.1014,0.0200,0.429627
30461,241.8384,0.3401,5.0274,0.0200,0.580232
30462,280.2571,0.3376,5.0164,0.0200,0.447395
30463,297.7999,0.3319,4.8658,0.0200,0.349487
30464,268.8018,0.3427,4.9836,0.0200,0.496799
30465,265.5240,0.3442,4.9781,0.0200,0.534229
30466,267.0093,0.3402,5.0082,0.0200,0.451287
30467,263.7848,0.3397,5.0274,0.0200,0.486145
30468,279.5516,0.3430,5.0164,0.0200,0.478389
30469,288.2807,0.3404,5.0521,0.0200,0.430549
30470,278.7202,0.3256,4.8301,0.0200,0.462888
30471,281.9741,0.3416,5.0082,0.0200,0.450505
30472,285.2262,0.3369,5.1041,0.0200,0.407571
30473,250.4943,0.3439,5.2466,0.0200,0.512276
30474,274.7591,0.3433,5.0685,0.0200,0.387465
30475,256.3883,0.3433,5.0219,0.0200,0.501699
30476,270.3393,0.3303,4.9699,0.0200,0.430498
30477,271.0518,0.3425,5.0521,0.0200,0.492274
30478,219.3463,0.3410,5.0411,0.0200,0.569133
30479,254.3652,0.3418,5.0301,0.0200,0.421168
30480,291.0900,0.3478,5.0521,0.0200,0.415431
30481,257.8075,0.3422,5.1836,0.0200,0.480028
30482,255.2978,0.3397,5.0932,0.0200,0.480131
30483,279.1631,0.3418,5.1534,0.0200,0.384168
30484,254.4254,0.3435,5.0603,0.0200,0.485132
30485,280.1623,0.3413,4.9808,0.0200,0.406358
30486,262.7427,0.3411,5.0822,0.0200,0.445321
30487,296.8663,0.3424,4.9370,0.0200,0.409124
30488,298.3336,0.3360,4.9260,0.0200,0.398885
30489,323.2220,0.3401,5.0247,0.0200,0.310031
30490,254.9353,0.3460,5.1315,0.0200,0.669576
30491,272.3171,0.3433,5.0521,0.0200,0.512222
30492,285.1060,0.3312,4.9726,0.0200,0.488247
30493,256.2288,0.3442,5.0658,0.0200,0.490226
30494,294.4499,0.3317,4.9288,0.0200,0.399585
30495,268.2444,0.3399,5.0329,0.0200,0.429555
30496,272.4565,0.3393,5.0849,0.0200,0.445838
30497,243.0595,0.3439,5.0986,0.0200,0.494374
30498,274.8222,0.3382,5.0110,0.0200,0.480265
30499,242.4393,0.3421,5.1808,0.0200,0.501419
30500,265.9787,0.3385,4.9808,0.0200,0.417869
30501,254.7091,0.3483,5.1205,0.0200,0.621698
30502,266.7989,0.3398,4.9342,0.0200,0.414187
30503,266.0713,0.3416,5.1452,0.0200,0.425929
30504,250.9991,0.3436,5.0493,0.0200,0.497082
30505,242.1321,0.3444,5.0630,0.0200,0.499887
30506,321.9513,0.3431,4.8082,0.0200,0.337217
30507,255.4058,0.3374,4.9260,0.0200,0.529335
30508,256.1074,0.3425,5.1644,0.0200,0.585442
30509,269.0338,0.3420,5.1452,0.0200,0.489070
30510,276.2881,0.3405,4.9589,0.0200,0.409646
30511,309.0091,0.3426,4.9342,0.0200,0.417091
30512,297.1672,0.3424,4.9616,0.0200,0.435892
30513,248.6129,0.3402,4.9945,0.0200,0.518191
30514,256.1854,0.3438,4.9068,0.0200,0.596515
30515,279.6284,0.3464,5.0575,0.0200,0.502023
30516,265.0028,0.3453,5.1041,0.0200,0.469406
30517,294.9277,0.3376,4.9890,0.0200,0.419597
30518,268.7488,0.3365,5.0822,0.0200,0.400923
30519,241.4785,0.3391,5.0630,0.0200,0.484176
30520,273.5248,0.3441,5.0329,0.0200,0.491032
30521,268.7906,0.3423,5.0493,0.0200,0.427906
30522,280.6247,0.3472,5.1342,0.0200,0.529330
30523,253.8001,0.3413,5.0849,0.0200,0.468664
30524,261.9374,0.3402,5.0301,0.0200,0.435956
30525,276.4987,0.3408,5.0521,0.0200,0.419779
30526,285.7004,0.3431,4.9781,0.0200,0.479739
30527,286.2938,0.3190,4.9808,0.0200,0.420511
30528,274.7907,0.3419,5.0849,0.0200,0.457611
30529,266.4308,0.3387,4.8630,0.0200,0.477768
30530,224.9918,0.3413,5.0658,0.0200,0.521278
30531,286.5225,0.3423,5.1178,0.0200,0.372287
30532,263.8602,0.3396,5.1178,0.0200,0.387956
30533,263.3795,0.3364,4.9753,0.0200,0.487528
30534,245.9701,0.3384,5.0575,0.0200,0.496860
30535,276.2476,0.3336,5.0219,0.0200,0.378621
30536,288.8388,0.3367,4.9836,0.0200,0.416688
30537,284.6598,0.3425,5.0329,0.0200,0.516963
30538,258.5133,0.3411,5.0219,0.0200,0.538852
30539,281.8652,0.3433,5.0000,0.0200,0.448772
30540,272.2540,0.3406,4.9589,0.0200,0.454158
30541,250.5300,0.3377,4.9753,0.0200,0.571929
30542,275.9279,0.3416,5.1178,0.0200,0.434068
30543,255.2566,0.3409,5.1753,0.0200,0.468126
30544,261.3050,0.3394,5.0575,0.0200,0.526885
30545,299.0912,0.3379,4.8493,0.0200,0.359938
30546,285.7476,0.3373,4.9589,0.0200,0.339754
30547,240.6167,0.3459,5.1397,0.0200,0.672891
30548,272.4565,0.3419,5.1178,0.0200,0.440116
30549,243.8324,0.3367,4.9918,0.0200,0.486151
30550,283.0879,0.3399,5.0384,0.0200,0.411853
30551,267.7317,0.3417,5.0959,0.0200,0.443066
30552,269.0536,0.3396,4.9781,0.0200,0.506495
30553,229.1693,0.3438,5.1260,0.0200,0.670476
30554,267.3934,0.3402,5.1260,0.0200,0.517442
30555,254.3915,0.3426,5.0027,0.0200,0.454690
30556,281.8811,0.3365,4.9918,0.0200,0.453877
30557,307.9485,0.3413,4.8877,0.0200,0.308386
30558,257.9727,0.3387,5.1342,0.0200,0.459056
30559,277.9885,0.3414,5.0822,0.0200,0.386743
30560,286.8799,0.3427,5.0658,0.0200,0.433626
30561,245.0327,0.3393,5.0082,0.0200,0.589096
30562,271.0167,0.3402,4.9863,0.0200,0.418524
30563,322.8926,0.3423,4.9260,0.0200,0.337621
30564,296.0836,0.3366,4.9836,0.0200,0.342876
30565,266.4471,0.3380,4.9699,0.0200,0.433735
30566,278.9763,0.3433,5.1068,0.0200,0.469882
30567,293.6180,0.3392,5.0110,0.0200,0.324990
30568,292.8893,0.3416,5.0164,0.0200,0.339249
30569,282.1734,0.3413,4.9918,0.0200,0.387239
30570,303.0653,0.3453,5.0192,0.0200,0.398548
30571,297.9653,0.3443,4.9781,0.0200,0.401552
30572,289.9108,0.3389,4.9836,0.0200,0.425930
30573,283.8463,0.3333,4.9315,0.0200,0.454377
30574,296.6777,0.3385,4.9890,0.0200,0.359111
30575,238.0746,0.3425,5.0822,0.0200,0.571181
30576,244.2428,0.3369,4.9452,0.0200,0.575712
30577,274.6923,0.3381,4.9151,0.0200,0.485653
30578,263.4448,0.3416,5.0959,0.0200,0.428283
30579,295.7304,0.3400,4.9863,0.0200,0.399375
30580,287.4108,0.3437,5.1342,0.0200,0.536257
30581,282.8132,0.3314,4.9452,0.0200,0.425865
30582,254.7061,0.3468,5.0219,0.0200,0.586269
30583,279.7586,0.3445,5.1260,0.0200,0.422861
30584,261.5235,0.3406,5.0055,0.0200,0.542023
30585,279.9437,0.3408,4.9041,0.0200,0.420762
30586,272.9321,0.3454,5.2192,0.0200,0.422042
30587,285.3482,0.3463,4.9178,0.0200,0.394968
30588,261.0601,0.3450,5.0274,0.0200,0.536910
30589,275.7422,0.3450,4.9726,0.0200,0.435976
30590,276.4837,0.3401,5.0986,0.0200,0.390394
30591,259.6382,0.3452,5.1041,0.0200,0.518524
30592,313.4618,0.3456,4.8685,0.0200,0.379329
30593,269.8173,0.3427,5.0959,0.0200,0.445582
30594,297.0593,0.3427,4.8466,0.0200,0.394672
30595,284.8148,0.3393,4.9644,0.0200,0.422256
30596,263.8186,0.3430,4.9726,0.0200,0.488404
30597,262.7533,0.3393,5.0247,0.0200,0.440684
30598,245.4781,0.3422,5.2630,0.0200,0.479094
30599,275.6634,0.3442,5.0986,0.0200,0.422484
30600,294.3249,0.3392,5.0137,0.0200,0.320643
30601,308.0010,0.3452,4.9562,0.0200,0.367054
30602,287.3312,0.3415,4.9808,0.0200,0.409954
30603,275.2358,0.3391,5.0767,0.0200,0.428675
30604,253.9574,0.3470,5.1096,0.0200,0.480893
30605,283.4845,0.3411,5.0658,0.0200,0.405731
30606,306.3820,0.3445,4.9699,0.0200,0.367070
30607,269.5658,0.3416,5.1726,0.0200,0.445548
30608,255.7012,0.3441,5.1260,0.0200,0.476859
30609,271.7437,0.3372,5.0740,0.0200,0.488674
30610,270.0293,0.3439,5.1096,0.0200,0.441542
30611,280.6356,0.3424,4.9863,0.0200,0.484473
30612,273.4833,0.3444,5.0356,0.0200,0.480225
30613,280.6122,0.3397,5.0384,0.0200,0.385895
30614,266.8708,0.3378,4.9096,0.0200,0.397445
30615,261.1951,0.3403,5.0466,0.0200,0.475579
30616,272.4307,0.3448,5.0658,0.0200,0.450572
30617,310.3077,0.3445,4.9863,0.0200,0.372310
30618,287.9634,0.3355,4.9315,0.0200,0.398384
30619,302.5503,0.3406,4.8740,0.0200,0.332390
30620,272.3093,0.3451,4.9233,0.0200,0.505015
30621,250.2746,0.3429,5.0740,0.0200,0.478570
30622,276.6846,0.3311,4.9562,0.0200,0.394240
30623,280.0763,0.3431,5.0685,0.0200,0.468064
30624,269.4661,0.3398,5.0055,0.0200,0.419603
30625,288.1514,0.3415,5.1315,0.0200,0.431379
30626,285.7966,0.3448,5.0384,0.0200,0.452213
30627,247.1937,0.3404,5.1151,0.0200,0.495694
30628,254.8470,0.3407,5.0356,0.0200,0.461291
